age,month_application,date_application,employment_status,gender,loan_purpose,loan_amount_range,loan_amount
33,April,10/04/2019,FULL TIME,Male,Home,"1,001 - 5,000",5000
33,November,30/11/2019,FULL TIME,Male,Home,"25,001 - 50,000",34000
33,December,06/12/2019,FULL TIME,Male,Personal,"0 - 1,000",500
34,March,21/03/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",7500
34,October,12/10/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2500
34,November,16/11/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
34,November,14/11/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",1000
34,June,21/06/2019,FULL TIME,Male,Home,"5,001 - 10,000",6000
34,December,06/12/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2500
34,September,05/09/2019,FULL TIME,Male,Home,"25,001 - 50,000",30000
34,August,15/08/2019,FULL TIME,Male,Personal,"1,001 - 5,000",5000
34,January,24/01/2019,FULL TIME,Male,Personal,"5,001 - 10,000",9000
34,June,01/06/2019,FULL TIME,Male,Home,"1,001 - 5,000",4000
34,March,15/03/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",2000
34,June,21/06/2019,SOCIAL WELFARE,FEMALE,Car,"10,001 - 15,000",15000
34,February,27/02/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
34,October,01/10/2019,UNEMPLOYED,FEMALE,Personal,"1,001 - 5,000",1200
34,November,27/11/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",200
34,October,10/10/2019,FULL TIME,Male,Home,"25,001 - 50,000",30000
34,August,09/08/2019,FULL TIME,Male,Car,"0 - 1,000",600
34,January,16/01/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",4000
34,May,23/05/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",255
34,August,22/08/2019,UNEMPLOYED,FEMALE,Student,"1,001 - 5,000",2000
34,January,11/01/2019,FULL TIME,Male,Personal,"0 - 1,000",500
34,September,25/09/2019,FULL TIME,FEMALE,Car,"10,001 - 15,000",10500
34,April,06/04/2019,PART TIME,FEMALE,Personal,"0 - 1,000",500
34,September,20/09/2019,SOCIAL WELFARE,Male,Home,"1,001 - 5,000",1500
34,January,16/01/2019,FULL TIME,Male,Personal,"5,001 - 10,000",6000
34,November,28/11/2019,FULL TIME,Male,Home,"1,001 - 5,000",2000
34,March,15/03/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
34,March,06/03/2019,FULL TIME,FEMALE,Home,"15,001 - 25,000",20000
34,September,13/09/2019,PART TIME,FEMALE,Home,"10,001 - 15,000",12000
34,November,14/11/2019,FULL TIME,FEMALE,Personal,"15,001 - 25,000",25000
34,March,08/03/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",0
34,September,06/09/2019,FULL TIME,FEMALE,Car,"10,001 - 15,000",13000
34,September,05/09/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
34,June,06/06/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",2000
34,October,11/10/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",6000
34,November,02/11/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3500
34,May,09/05/2019,FULL TIME,Male,Home,"0 - 1,000",1000
34,December,12/12/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
34,November,21/11/2019,FULL TIME,Male,Car,"5,001 - 10,000",5500
34,February,28/02/2019,FULL TIME,Male,Car,"1,001 - 5,000",2200
34,July,13/07/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
34,November,16/11/2019,FULL TIME,Male,Home,"1,001 - 5,000",2100
34,October,18/10/2019,FULL TIME,Male,Car,"15,001 - 25,000",25000
34,September,07/09/2019,FULL TIME,Male,Car,"1,001 - 5,000",1200
34,January,25/01/2019,FULL TIME,Male,Car,"1,001 - 5,000",4000
34,September,04/09/2019,FULL TIME,Male,Car,"5,001 - 10,000",6000
34,May,13/05/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2500
34,April,18/04/2019,FULL TIME,Male,Personal,"5,001 - 10,000",5900
34,June,01/06/2019,FULL TIME,Male,Car,"1,001 - 5,000",1200
34,November,04/11/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
34,October,26/10/2019,PART TIME,FEMALE,Home,"1,001 - 5,000",2000
34,November,11/11/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2500
34,October,15/10/2019,UNEMPLOYED,FEMALE,Car,"5,001 - 10,000",8000
34,November,21/11/2019,HOMEMAKER,FEMALE,Personal,"0 - 1,000",1000
34,August,01/08/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",800
34,July,12/07/2019,UNEMPLOYED,FEMALE,Personal,"5,001 - 10,000",10000
34,November,15/11/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2500
34,June,27/06/2019,FULL TIME,FEMALE,Home,"50,001 - 100,000",60000
34,July,06/07/2019,FULL TIME,Male,Home,"1,001 - 5,000",2500
34,September,13/09/2019,FULL TIME,Male,Home,"10,001 - 15,000",12000
34,May,07/05/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",450
34,August,13/08/2019,FULL TIME,FEMALE,Car,"0 - 1,000",1000
34,October,01/10/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
34,August,31/08/2019,FULL TIME,Male,Home,"25,001 - 50,000",30000
35,May,31/05/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
35,March,07/03/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",1000
35,March,07/03/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",4500
35,November,13/11/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",0
35,January,10/01/2019,PART TIME,FEMALE,Car,"5,001 - 10,000",9500
35,February,16/02/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",8250
35,November,09/11/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",5000
35,February,25/02/2019,FULL TIME,Male,Personal,"0 - 1,000",500
35,December,31/12/2019,FULL TIME,Male,Personal,"0 - 1,000",600
35,March,20/03/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",264.95
35,August,27/08/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",293.34
35,January,26/01/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",8750
35,August,02/08/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
35,November,30/11/2019,PART TIME,FEMALE,Home,"0 - 1,000",600
35,November,29/11/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
35,January,11/01/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",7000
35,April,04/04/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
35,February,07/02/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
35,October,31/10/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",360
35,August,10/08/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",6000
35,November,18/11/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1500
35,September,23/09/2019,PART TIME,FEMALE,Home,"1,001 - 5,000",2000
35,December,30/12/2019,UNEMPLOYED,FEMALE,Car,"1,001 - 5,000",4000
35,January,21/01/2019,PART TIME,FEMALE,Home,"5,001 - 10,000",9865
35,October,11/10/2019,PART TIME,FEMALE,Home,"1,001 - 5,000",2000
35,March,19/03/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3000
35,October,30/10/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",5000
35,November,29/11/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
35,June,19/06/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
35,December,05/12/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",4240.28
35,February,11/02/2019,PART TIME,FEMALE,Home,"10,001 - 15,000",11000
35,October,12/10/2019,UNEMPLOYED,FEMALE,Home,"1,001 - 5,000",2000
35,September,10/09/2019,PART TIME,FEMALE,Car,"1,001 - 5,000",5000
35,October,03/10/2019,FULL TIME,Male,Car,"10,001 - 15,000",14000
35,June,10/06/2019,PART TIME,Male,Home,"0 - 1,000",701.43
35,August,20/08/2019,FULL TIME,Male,Student,"10,001 - 15,000",15000
35,August,21/08/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
35,July,12/07/2019,FULL TIME,Male,Home,"5,001 - 10,000",6000
35,December,17/12/2019,FULL TIME,Male,Home,"1,001 - 5,000",2000
35,September,16/09/2019,FULL TIME,Male,Car,"1,001 - 5,000",2300
35,February,16/02/2019,FULL TIME,Male,Personal,"5,001 - 10,000",7000
35,July,18/07/2019,FULL TIME,Male,Car,"0 - 1,000",1000
35,March,26/03/2019,FULL TIME,Male,Personal,"5,001 - 10,000",5500
35,February,25/02/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2500
35,June,15/06/2019,FULL TIME,Male,Car,"15,001 - 25,000",18000
35,July,29/07/2019,FULL TIME,Male,Car,"10,001 - 15,000",14700
35,January,26/01/2019,FULL TIME,Male,Car,"1,001 - 5,000",2000
35,January,24/01/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4000
35,November,02/11/2019,FULL TIME,Male,Agri,"5,001 - 10,000",7500
35,May,28/05/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
35,July,01/07/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
35,December,20/12/2019,FULL TIME,Male,Home,"0 - 1,000",1000
35,January,26/01/2019,HOMEMAKER,FEMALE,Home,"1,001 - 5,000",2500
35,August,10/08/2019,UNEMPLOYED,FEMALE,Personal,"1,001 - 5,000",5000
35,April,05/04/2019,FULL TIME,FEMALE,Personal,"15,001 - 25,000",16000
35,March,16/03/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
35,December,03/12/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",6000
35,November,28/11/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
35,February,25/02/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",6500
35,November,21/11/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",3000
35,January,29/01/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
35,July,27/07/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
35,November,30/11/2019,FULL TIME,Male,Car,"1,001 - 5,000",1500
35,March,28/03/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2000
35,October,14/10/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",7000
35,April,11/04/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
35,August,09/08/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3300
35,January,30/01/2019,FULL TIME,Male,Car,"5,001 - 10,000",9000
35,February,01/02/2019,FULL TIME,FEMALE,Home,"25,001 - 50,000",34000
35,February,26/02/2019,FULL TIME,Male,Home,"25,001 - 50,000",25900
35,July,15/07/2019,FULL TIME,Male,Home,"1,001 - 5,000",2000
35,May,16/05/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
35,February,16/02/2019,FULL TIME,Male,Home,"1,001 - 5,000",2500
35,February,12/02/2019,FULL TIME,Male,Personal,"0 - 1,000",0
36,June,15/06/2019,FULL TIME,Male,Personal,"15,001 - 25,000",20000
36,August,06/08/2019,FULL TIME,Male,Personal,"1,001 - 5,000",5000
36,December,14/12/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1300
36,May,31/05/2019,FULL TIME,Male,Personal,"0 - 1,000",550
36,November,23/11/2019,FULL TIME,Male,Home,"10,001 - 15,000",14000
36,May,10/05/2019,FULL TIME,Male,Home,"25,001 - 50,000",35000
36,June,18/06/2019,FULL TIME,Male,Home,"25,001 - 50,000",50000
36,April,06/04/2019,FULL TIME,Male,Home,"25,001 - 50,000",40000
36,February,01/02/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",3000
36,September,07/09/2019,FULL TIME,FEMALE,Home,"0 - 1,000",600
36,January,17/01/2019,PART TIME,FEMALE,Home,"5,001 - 10,000",6500
36,August,01/08/2019,PART TIME,FEMALE,Home,"1,001 - 5,000",3500
36,January,09/01/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",300
36,February,14/02/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",400
36,March,29/03/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",330
36,June,21/06/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",600
36,August,08/08/2019,UNEMPLOYED,FEMALE,Student,"0 - 1,000",400
36,October,03/10/2019,UNEMPLOYED,FEMALE,Personal,"1,001 - 5,000",1500
36,December,03/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
36,June,22/06/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1200
36,March,28/03/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",600
36,August,27/08/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",500
36,April,13/04/2019,FULL TIME,Male,Home,"15,001 - 25,000",18500
36,April,23/04/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
36,August,26/08/2019,FULL TIME,Male,Home,"5,001 - 10,000",10000
36,November,04/11/2019,FULL TIME,Male,Home,"1,001 - 5,000",2000
36,January,09/01/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",5000
36,January,16/01/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
36,September,25/09/2019,FULL TIME,Male,Student,"1,001 - 5,000",1300
36,February,25/02/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",6500
36,August,03/08/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3500
36,November,20/11/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",488
36,January,23/01/2019,FULL TIME,FEMALE,Car,"10,001 - 15,000",15000
36,May,21/05/2019,FULL TIME,FEMALE,Home,"10,001 - 15,000",15000
36,July,06/07/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1500
36,November,02/11/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2200
36,November,29/11/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
36,January,17/01/2019,FULL TIME,FEMALE,Car,"25,001 - 50,000",30000
36,September,06/09/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",600
36,January,04/01/2019,PART TIME,FEMALE,Home,"0 - 1,000",1000
36,October,30/10/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3000
36,February,08/02/2019,FULL TIME,FEMALE,Personal,"15,001 - 25,000",20000
36,August,27/08/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1500.81
36,December,14/12/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",10000
36,July,19/07/2019,FULL TIME,Male,Car,"15,001 - 25,000",20000
36,September,26/09/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
36,May,01/05/2019,FULL TIME,Male,Car,"1,001 - 5,000",5000
36,November,22/11/2019,FULL TIME,Male,Personal,"0 - 1,000",0
36,March,09/03/2019,FULL TIME,Male,Car,"1,001 - 5,000",3800
36,May,13/05/2019,FULL TIME,Male,Car,"10,001 - 15,000",13000
36,January,25/01/2019,PART TIME,Male,Personal,"0 - 1,000",0
36,May,10/05/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2400
36,December,17/12/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
36,May,03/05/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2500
36,October,05/10/2019,FULL TIME,Male,Car,"1,001 - 5,000",1500
36,June,10/06/2019,FULL TIME,Male,Home,"1,001 - 5,000",1500
36,October,17/10/2019,FULL TIME,Male,Home,"0 - 1,000",500
36,April,25/04/2019,FULL TIME,Male,Home,"0 - 1,000",1000
36,September,13/09/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
36,September,26/09/2019,UNEMPLOYED,Male,Home,"0 - 1,000",1000
36,January,16/01/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
36,April,11/04/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3500
36,February,08/02/2019,PART TIME,Male,Personal,"0 - 1,000",227
36,July,27/07/2019,PART TIME,Male,Personal,"0 - 1,000",250
36,December,17/12/2019,PART TIME,Male,Personal,"0 - 1,000",400
36,July,02/07/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
36,December,06/12/2019,FULL TIME,Male,Car,"10,001 - 15,000",12500
36,July,19/07/2019,FULL TIME,Male,Personal,"5,001 - 10,000",6000
36,February,27/02/2019,SOCIAL WELFARE,Male,Agri,"1,001 - 5,000",5000
36,February,27/02/2019,FULL TIME,Male,Car,"5,001 - 10,000",6000
36,November,21/11/2019,FULL TIME,Male,Personal,"15,001 - 25,000",20000
36,April,08/04/2019,FULL TIME,Male,Car,"15,001 - 25,000",20000
36,August,02/08/2019,FULL TIME,Male,Home,"10,001 - 15,000",11000
36,March,29/03/2019,UNEMPLOYED,Male,Home,"0 - 1,000",550
36,July,31/07/2019,UNEMPLOYED,Male,Home,"0 - 1,000",200
36,December,03/12/2019,UNEMPLOYED,Male,Home,"0 - 1,000",600
36,October,11/10/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2500
36,May,17/05/2019,PART TIME,FEMALE,Home,"10,001 - 15,000",14000
36,January,23/01/2019,FULL TIME,FEMALE,Car,"15,001 - 25,000",17000
36,March,22/03/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3000
36,October,26/10/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
36,October,18/10/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",10000
36,May,29/05/2019,FULL TIME,FEMALE,Home,"25,001 - 50,000",30000
36,May,03/05/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
36,October,14/10/2019,FULL TIME,FEMALE,Home,"0 - 1,000",500
36,March,01/03/2019,FULL TIME,FEMALE,Home,"50,001 - 100,000",96000
36,July,22/07/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
36,December,05/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",540
36,January,23/01/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3000
36,April,04/04/2019,FULL TIME,Male,Home,"1,001 - 5,000",4000
36,March,22/03/2019,FULL TIME,Male,Car,"1,001 - 5,000",3500
36,September,27/09/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",6000
36,November,28/11/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
36,June,25/06/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",10000
36,July,25/07/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3000
36,February,12/02/2019,FULL TIME,FEMALE,Personal,"15,001 - 25,000",25000
36,January,07/01/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",300
36,August,06/08/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
36,September,04/09/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3500
37,September,06/09/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2119.57
37,September,11/09/2019,FULL TIME,FEMALE,Car,"10,001 - 15,000",12000
37,June,13/06/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1800
37,December,12/12/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",400
37,May,04/05/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",600
37,November,16/11/2019,FULL TIME,FEMALE,Home,"0 - 1,000",600
37,March,22/03/2019,FULL TIME,Male,Personal,"15,001 - 25,000",20000
37,December,09/12/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1200
37,March,16/03/2019,UNEMPLOYED,FEMALE,Personal,"5,001 - 10,000",8000
37,April,06/04/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",1000
37,April,25/04/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4000
37,April,26/04/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
37,March,05/03/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",7000
37,December,09/12/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",4000
37,March,20/03/2019,FULL TIME,Male,Car,"5,001 - 10,000",8000
37,July,04/07/2019,FULL TIME,Male,Home,"25,001 - 50,000",50000
37,December,20/12/2019,FULL TIME,Male,Home,"5,001 - 10,000",10000
37,November,27/11/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1500
37,October,26/10/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3000
37,September,28/09/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",2000
37,September,28/09/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
37,December,31/12/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
37,April,23/04/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",2000
37,June,06/06/2019,UNEMPLOYED,FEMALE,Car,"1,001 - 5,000",2000
37,December,21/12/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",2250
37,November,13/11/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1500
37,May,14/05/2019,PART TIME,FEMALE,Home,"1,001 - 5,000",1200
37,August,27/08/2019,PART TIME,FEMALE,Personal,"0 - 1,000",400
37,November,22/11/2019,PART TIME,FEMALE,Personal,"0 - 1,000",1000
37,May,14/05/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",5027.79
37,March,28/03/2019,FULL TIME,FEMALE,Car,"15,001 - 25,000",17300
37,March,06/03/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
37,August,22/08/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
37,January,19/01/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",8000
37,August,01/08/2019,PART TIME,FEMALE,Home,"1,001 - 5,000",5000
37,February,07/02/2019,HOMEMAKER,FEMALE,Home,"1,001 - 5,000",5000
37,March,14/03/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",5000
37,October,25/10/2019,FULL TIME,Male,Home,"1,001 - 5,000",2000
37,March,09/03/2019,FULL TIME,Male,Personal,"15,001 - 25,000",18000
37,December,30/12/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
37,December,02/12/2019,FULL TIME,Male,Personal,"25,001 - 50,000",30000
37,December,20/12/2019,FULL TIME,Male,Home,"0 - 1,000",1000
37,December,13/12/2019,FULL TIME,Male,Home,"15,001 - 25,000",20000
37,December,06/12/2019,UNEMPLOYED,Male,Personal,"1,001 - 5,000",2000
37,June,08/06/2019,UNEMPLOYED,Male,Home,"1,001 - 5,000",1100
37,January,10/01/2019,FULL TIME,Male,Personal,"5,001 - 10,000",6000
37,October,01/10/2019,FULL TIME,Male,Home,"0 - 1,000",400
37,November,05/11/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
37,April,12/04/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
37,December,05/12/2019,FULL TIME,Male,Agri,"5,001 - 10,000",8000
37,July,18/07/2019,FULL TIME,Male,Home,"1,001 - 5,000",1200
37,August,02/08/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",1000
37,December,10/12/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",600
37,January,29/01/2019,FULL TIME,Male,Car,"5,001 - 10,000",6500
37,March,06/03/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
37,September,27/09/2019,PART TIME,Male,Home,"5,001 - 10,000",10000
37,June,13/06/2019,UNEMPLOYED,FEMALE,Car,"0 - 1,000",500
37,April,15/04/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",6500
37,May,31/05/2019,FULL TIME,FEMALE,Home,"10,001 - 15,000",14000
37,August,26/08/2019,FULL TIME,FEMALE,Home,"0 - 1,000",750
37,June,19/06/2019,FULL TIME,FEMALE,Home,"15,001 - 25,000",20000
37,February,28/02/2019,FULL TIME,FEMALE,Home,"25,001 - 50,000",32300
37,June,29/06/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",150
37,August,26/08/2019,FULL TIME,FEMALE,Home,"0 - 1,000",600
37,November,26/11/2019,FULL TIME,FEMALE,Home,"0 - 1,000",440
37,September,21/09/2019,HOMEMAKER,FEMALE,Home,"1,001 - 5,000",2000
37,November,27/11/2019,HOMEMAKER,FEMALE,Home,"0 - 1,000",1000
37,March,09/03/2019,UNEMPLOYED,FEMALE,Car,"1,001 - 5,000",1200
37,March,29/03/2019,FULL TIME,Male,Agri,"1,001 - 5,000",4500
37,January,23/01/2019,FULL TIME,Male,Personal,"15,001 - 25,000",20000
37,February,28/02/2019,FULL TIME,Male,Home,"50,001 - 100,000",60000
37,June,21/06/2019,FULL TIME,Male,Car,"0 - 1,000",1000
37,December,07/12/2019,FULL TIME,Male,Car,"1,001 - 5,000",1250
37,March,11/03/2019,FULL TIME,FEMALE,Personal,"10,001 - 15,000",15000
37,May,04/05/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
37,May,21/05/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2000
37,September,13/09/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2000
38,April,18/04/2019,FULL TIME,Male,Home,"0 - 1,000",1000
38,June,08/06/2019,FULL TIME,Male,Home,"0 - 1,000",1000
38,October,26/10/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
38,June,27/06/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
38,November,29/11/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
38,March,08/03/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2000
38,August,13/08/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",1500
38,May,02/05/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
38,April,24/04/2019,FULL TIME,Male,Home,"25,001 - 50,000",40000
38,April,11/04/2019,UNEMPLOYED,Male,Personal,"5,001 - 10,000",6000
38,June,15/06/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",4000
38,April,09/04/2019,FULL TIME,FEMALE,Personal,"10,001 - 15,000",13000
38,September,06/09/2019,UNEMPLOYED,FEMALE,Home,"1,001 - 5,000",1500
38,March,19/03/2019,FULL TIME,Male,Car,"0 - 1,000",1000
38,May,16/05/2019,FULL TIME,Male,Car,"1,001 - 5,000",5000
38,April,04/04/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
38,June,05/06/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
38,March,15/03/2019,UNEMPLOYED,Male,Personal,"1,001 - 5,000",2000
38,March,19/03/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3500
38,June,13/06/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",400
38,May,04/05/2019,FULL TIME,FEMALE,Car,"10,001 - 15,000",15000
38,May,03/05/2019,FULL TIME,Male,Personal,"0 - 1,000",500
38,August,08/08/2019,FULL TIME,Male,Personal,"0 - 1,000",500
38,August,23/08/2019,FULL TIME,Male,Car,"1,001 - 5,000",1200
38,December,11/12/2019,FULL TIME,Male,Home,"1,001 - 5,000",3500
38,February,07/02/2019,FULL TIME,FEMALE,Car,"0 - 1,000",300
38,July,25/07/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",4500
38,November,08/11/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
38,October,01/10/2019,HOMEMAKER,FEMALE,Car,"5,001 - 10,000",7000
38,May,04/05/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3000
38,July,13/07/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",4000
38,May,21/05/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
